금액,이용횟수
6299555,72
12464972,96
4748404,65
5003451,57
1626629,62
7867570,63
6253514,57
10705156,99
2725357,74
2608636,57
3270636,59
1886443,39
1329513,31
559590,13
741810,14
195890,3
145120,8
0,0
0,0
223560,6
521960,9
1436025,16
1137370,17
2564099,46
2433894,56
3588443,77
3538685,75
5046510,77
15305853,92
5165985,91
6127753,87
5384863,83
3199718,82
2925693,59
3828519,49
1799594,43
883929,18
929521,21
720238,12
421630,4
298680,8
196560,4
290216,6
235430,5
317700,14
618720,16
1152378,27
1208648,41
3176027,60
2665772,55
2631980,84
2608274,71
3024617,68
7162235,74
4539572,90
5634530,85
4757969,64
2892102,57
1934318,53
2853464,69
2512916,53
2051052,34
1147622,20
250250,3
105830,2
135200,4
580800,4
164038,5
595470,18
1531057,31
2206429,43
4497595,64
2969075,75
3143076,84
2469503,78
2395430,60
2503593,52
8353835,80
2111922,52
2633996,79
3044233,74
3181444,59
8936212,72
2793320,68
2555312,57
2134201,21
931547,14
77850,2
251000,2
0,0
55540,3
213960,5
782015,20
2994840,31
1114175,28
3198517,55
12842142,63
2585500,66
3344330,56
4128692,56
2064748,61
5269059,59
1913302,48
2678894,64
2140868,70
3190034,59
1250600,44
6261355,55
2816479,33
1086515,19
591004,8
368650,9
109990,3
79725,4
113580,2
1010710,8
1039300,22
1271183,26
1256451,36
2197817,44
2489211,61
7981548,78
1733169,61
1485578,45
2822135,47
2763493,56
2650788,54
2601014,50
2581913,63
2479540,48
1229888,43
2825037,36
1990856,42
190690,9
400790,9
200220,7
127820,2
27000,1
165496,4
267000,11
310564,15
418020,19
2264513,28
2471306,51
1757203,53
1807650,88
4179495,66
1954724,66
2282848,56
2235240,65
2327820,54
1868580,64
1856709,59
2681471,59
1666963,51
1340819,37
1444255,31
1024133,21
283090,6
75680,4
125280,3
80381,2
78470,2
237340,5
406330,20
734447,32
1121773,27
1824955,41
26298120,70
5117443,84
8493125,69
2324298,58
5741335,70
2144138,56
5216891,46
6481940,80
4324789,86
3458899,73
1414821,40
1890264,40
6876137,31
630641,17
110090,4
0,0
34650,3
114973,2
30510,2
149140,4
223169,10
415110,12
769902,21
2170892,44
2905611,57
2441251,71
7153907,73
3093743,67
4663288,80
6515975,86
2466928,59
12255510,66
2256356,74
4610467,35
1804669,46
1486030,44
1086140,23
576033,17
2133050,9
102800,4
30590,2
151400,3
122780,5
476030,6
283399,11
1198329,17
810957,28
2583888,35
2862546,59
2296633,53
2812018,61
8717075,56
7995108,85
4670846,72
10079419,63
2987024,62
5946298,79
3584177,50
1642466,43
2184783,42
3068685,48
1373467,27
335580,11
234465,6
281876,6
136730,1
448332,4
28400,3
656650,20
1065079,26
2510600,34
1644209,38
2911064,56
7353104,74
2122350,68
1709263,48
3587412,55
3110044,58
2136166,66
8118422,75
1819205,57
1760582,46
2338248,47
3808159,56
2852272,34
1209410,28
360530,10
445480,9
19470,2
187200,1
312598,6
21950,3
625500,25
705823,31
1001111,23
3364360,30
2156179,59
2332344,67
2142416,61
1747329,41
4497233,55
1845000,59
2409937,67
1796700,70
1326151,67
1242348,37
1941553,59
1881404,43
2356850,36
1492583,26
1435600,13
115200,4
196600,3
150110,5
57690,1
39870,2
566873,18
1447548,42
1816044,34
4793454,73
4916641,65
16634350,90
3085097,54
3011848,52
1893658,61
2197525,76
3180107,69
2008753,62
2005451,70
2291111,53
1590057,55
2302295,54
1466391,37
732289,16
418930,11
22479,1
48010,3
248480,2
1742690,4
145910,4
433558,16
1593610,30
641807,16
1446723,41
1746164,52
2877518,84
1921813,69
4434545,60
2154020,55
7364732,65
1330019,52
3131659,80
2193956,78
1466290,45
2002695,61
2675258,50
1198825,26
926978,22
310164,9
62680,2
76600,3
0,0
21600,2
401010,7
460079,22
1045220,29
1131015,33
1231840,33
3979417,64
5075821,111
4401785,69
1786165,67
2173684,56
7276633,69
6171634,61
3778991,96
3926847,83
3159474,84
1646556,55
931583,35
1507481,39
1041110,25
254360,3
249898,3
240292,5
106700,5
0,0
323890,11
182805,12
664380,14
4436572,49
1647023,46
2737694,64
6199580,96
6099055,100
5486568,65
4582082,71
13646851,107
5560797,90
7104514,96
2465909,64
2469521,54
2027988,58
2055034,48
3152272,35
1258108,22
226769,8
382270,7
130243,2
98983,2
6320,1
139053,3
141480,12
696975,17
592929,22
1708167,44
2592274,69
3192789,74
7565850,87
18347897,95
19240682,80
9057131,84
9154853,92
8514492,88
12905730,76
3051150,50
2692400,56
2644579,49
2151377,44
797878,19
251456,12
423700,5
67100,2
247440,5
7170,1
291535,4
493530,14
456131,19
1053325,32
1332031,44
3514019,68
3140965,72
2587459,62
1268215,39
3301075,67
11274674,52
1812834,44
6826259,63
6727683,61
1845102,51
2600002,64
1833904,46
2650944,38
1467409,26
217763,7
59300,4
95700,2
67060,2
82766,2
27260,2
551585,24
1052593,37
2675352,37
1970630,45
11625730,57
2201350,72
1420825,52
2209030,51
1647650,42
1923360,51
1945552,56
1869355,74
2388322,72
2158084,52
2359088,46
1599656,43
1359611,28
783101,26
3797132,15
156790,5
93830,2
24000,1
1554690,4
128500,4
966142,24
958177,26
1181650,26
4361092,50
1503600,55
1903587,72
1896238,62
3372457,88
1594974,55
2152457,59
1221352,45
5655917,72
1745972,62
1111739,42
1516982,46
3489727,52
2141777,28
566180,17
453872,10
254660,7
146370,3
194068,2
278137,4
0,0
811840,18
1410755,28
1258944,37
2654630,45
14182597,58
2046657,76
1713046,52
4045391,76
1815460,61
4945041,79
3884608,67
2814477,92
1877872,66
2128941,58
1668222,43
1832908,50
1245784,31
1579170,21
805150,11
475350,6
371408,6
32599,2
40810,3
482950,8
386822,12
973340,27
2009487,39
5282932,43
4290847,63
8145348,80
3780973,74
7069534,89
2000880,53
1939457,60
2604279,69
3500825,79
4973524,85
3241439,62
2604149,67
5149985,42
3002948,36
1206225,26
575450,9
802300,3
67700,2
59000,1
8630,1
294310,7
557448,15
1876077,26
4037744,41
2459465,50
4001486,69
18446988,67
3620950,66
3829383,82
4671747,88
10771847,66
9215644,81
14496083,85
4769837,77
2247780,54
1651210,46
1464120,39
1686234,23
609680,14
666025,18
172090,5
97750,1
13900,1
83310,3
108130,3
161850,6
788180,13
392840,14
7545294,33
6545240,45
2408652,62
3286952,74
2452257,39
6300348,70
7179281,60
3957101,63
7552571,79
3334866,75
5769863,48
2102729,40
3417282,53
2753378,53
5685882,34
895703,40
518945,18
254616,11
90662,4
140440,9
405610,20
800890,36
1410236,39
3214214,63
3830182,58
3169426,88
4964480,101
4394702,81
2001801,65
1659037,72
6494730,72
2392420,72
7295870,96
2707381,106
2508002,66
6555458,68
2665639,61
3073745,62
865141,24
431234,17
159539,6
141475,4
197410,3
373330,4
501600,7
817750,29
664109,30
1034657,52
2150239,63
2484180,85
6898185,78
3767797,73
2696612,54
4775057,56
3092941,55
3123501,65
2282428,76
2203243,77
2822178,74
2108868,63
2309069,58
1531438,39
1265830,27
1262166,16
114595,5
138805,5
26690,1
95747,3
173000,6
859240,25
1882080,42
1702152,42
2035637,58
2250573,80
3659147,95
1851430,62
1714109,59
1718408,58
2323102,75
1901945,65
7426560,82
6425403,70
3741394,75
2593723,58
2284666,57
1447470,41
1746100,26
917615,19
679730,13
103400,4
0,0
4800,1
159175,5
686370,21
1065621,38
1315262,46
1272797,36
4267302,74
3492752,81
2847060,68
2973899,57
2229239,42
3653665,57
7304287,92
3384529,72
4507090,104
5636866,104
1934749,44
1869332,40
2633096,64
2271460,22
701694,16
211990,9
53210,3
74300,5
250520,5
590580,10
773805,29
1263417,34
1781677,43
4374042,57
4963647,74
8347188,106
2840765,76
5710952,84
3235661,94
2663969,70
2687828,68
2969994,113
2994332,81
3257103,66
3938049,68
2217418,69
1757394,42
1290220,55
574928,25
1086979,18
94461,3
340805,3
310080,9
77464,2
524860,22
1039981,28
1055653,41
1797817,63
6086144,77
4840836,98
7219366,87
7469307,95
22009214,113
7484379,103
13036832,103
6287462,97
3390640,79
1846275,60
2991922,63
1475166,36
3624743,41
2400297,28
706376,11
519345,13
207764,3
0,0
7800,1
185454,6
853063,21
604470,29
1271780,45
2012720,45
2978010,73
2613738,66
27373967,88
19166148,93
15385218,116
9114100,100
6121698,110
6101679,75
16749268,93
3097163,79
5545947,66
3213543,64
6930525,64
2605976,34
1292800,16
572460,11
4528990,5
164170,1
36100,3
132740,5
865465,32
804158,23
1957895,42
2369153,56
6698908,92
4333886,88
4710720,70
4742413,73
2701014,62
4446055,83
3749840,76
7094448,84
2673622,70
5316891,69
3290126,62
4340982,68
5387017,53
681273,19
132390,4
223280,9
71476,3
765000,1
660000,1
124310,8
1149765,27
498758,23
2412753,37
3471392,43
7891919,78
2676731,91
6103278,72
5063475,72
2571799,85
3974830,54
2093347,59
3112048,82
5520393,75
1939972,68
1908848,57
3983454,49
1128499,30
2289666,25
836855,17
67510,3
71700,3
10000,1
161199,4
240680,8
435780,18
880490,27
1316046,33
2492307,52
5725260,95
29174486,87
3249380,90
9794877,101
14613347,118
9543119,110
7960077,115
4653794,95
3865860,94
4079869,78
6680252,86
3949220,52
1774271,33
926737,18
336220,7
143080,2
0,0
0,0
29615,2
337560,7
559218,27
1023890,25
3234140,30
2013095,47
2195447,50
5301543,86
3270302,73
2829557,62
2629751,75
4289228,70
1558382,58
3243969,98
2219901,72
1596961,48
1596906,63
3381332,52
1695450,36
414734,18
387955,8
198170,6
48550,1
137010,4
0,0
32830,4
488664,20
711975,29
948144,37
14183117,59
12690559,89
8163220,105
3436680,76
6971297,68
3107945,70
11670050,85
6268268,122
19447973,104
12811543,80
1596984,66
2337219,67
2320168,61
5052640,29
414850,24
283763,10
131550,5
44330,4
56790,1
200,2
37580,8
222722,18
1836978,39
2816138,47
1357144,37
2866178,72
9728999,79
15089343,65
7001869,84
14094473,71
7482041,74
5425690,78
4643560,79
3019920,67
2351542,56
2396619,50
1525774,50
1633786,40
2334398,25
325142,8
25750,2
197680,2
0,0
205653,5
217380,5
472720,20
912994,15
1006728,25
1761270,34
24128167,43
2524691,47
5730120,63
4949373,54
4224599,60
5011488,75
11667511,57
4177950,69
5994690,50
7488923,60
2208277,33
1545069,49
2744313,38
2635630,28
1000660,16
521143,9
0,0
109992,4
153640,3
291710,11
277312,15
891359,26
1417090,44
3000884,51
2036081,55
5245433,91
2649296,75
2605430,52
3106240,55
2868836,45
2608783,79
2239505,88
5636095,78
1821137,66
2788759,58
2231723,63
3186062,53
861776,27
1241680,9
677720,6
73570,4
708340,3
201970,5
97680,6
544623,24
1035530,33
2350681,44
2666272,45
2232924,68
6979597,72
1910337,55
3102676,69
1789349,60
4833515,69
1877117,70
2662912,89
2360372,82
3909218,58
7579184,72
2587766,60
1130970,31
1097443,28
593289,15
11980,2
333677,5
83270,3
244006,4
91050,4
1314682,40
2578846,31
2171214,42
2521185,62
2189233,74
2180745,83
2523945,81
4496697,64
1694261,58
3949526,58
1748330,59
3637935,85
2124912,61
2303674,58
1869686,51
2709935,52
2992907,40
1554510,31
313370,11
166492,3
63970,1
57340,2
100600,5
79920,5
440866,22
960503,26
2011264,35
7274460,49
2085058,73
3019494,88
1332415,73
1808710,51
1639030,54
1799860,58
2610088,80
2617021,67
3246224,77
2357526,72
2172042,57
2300567,53
3958335,42
1105970,25
380952,8
459870,4
303443,8
125770,2
106160,3
272227,10
670211,19
914176,37
946550,32
2146771,43
2873223,70
3178168,89
9791452,90
2693199,68
2812138,57
3626938,70
13216485,78
3971693,88
2835130,89
1950094,68
3123606,70
2867661,43
2377992,45
1458960,16
431894,12
1682550,7
78750,3
85607,2
66270,3
115514,7
1381096,13
2286791,31
1583010,35
2089646,49
4859847,79
2939685,75
5045990,77
3632130,75
10710659,71
3727515,83
14644570,106
3015582,77
4681405,74
4203917,81
2093267,46
1674912,54
2101422,35
532263,14
721265,10
1005800,7
78850,5
65660,1
40800,1
85014,2
297655,16
1095461,21
1455391,37
1117231,35
4409382,70
3062049,74
5951038,92
4266766,85
4187344,85
26887290,110
17103145,98
28132327,82
28352974,98
8151913,75
2266715,48
1204713,53
1320987,33
1432886,31
606517,12
1473370,11
1021314,6
1236900,4
177500,1
721780,7
819617,26
1324376,25
1383208,39
4135483,54
21741321,57
2981760,86
4332156,74
1508882,42
3486669,68
3412954,82
2864823,59
4948974,75
1730439,61
2424867,59
1725316,42
1944068,56
3630154,45
1521563,26
793310,6
294820,4
98817,3
66800,2
74080,2
430770,7
179030,14
710132,29
1056115,37
1031217,37
3221365,80
2996875,71
2835617,71
4965089,57
2385327,51
3321536,64
7851714,77
5803826,84
2095771,85
2828873,64
2963924,70
1286189,62
578540,23
1390188,36
303046,9
316260,5
67985,3
71390,2
136850,4
199399,5
602260,21
1889667,21
1231106,24
1402657,51
3720191,69
4801776,84
5032918,106
5323900,122
6871816,82
5977687,88
4352946,85
19114425,101
5060420,71
2714267,62
2434552,46
1696640,48
2580293,55
952831,21
261435,5
281934,7
36270,1
0,0
324647,6
1451640,3
335600,16
588882,24
1746633,29
2279055,72
2998973,63
7130594,74
2313627,61
9193649,70
1941355,45
3215632,82
1508821,65
2841145,71
14907990,62
2320585,59
3705214,61
1836344,45
1847774,32
1160614,27
848590,13
182170,4
99150,4
17780,1
1000,1
101900,4
385008,13
604430,22
1143007,30
2030996,43
2541431,57
8987778,64
3559321,64
8518764,90
5420707,65
2166932,68
6132715,65
3034154,84
3925828,58
2198886,72
2393579,56
4071810,55
1511830,36
756318,19
1109851,10
203600,3
51040,1
35140,3
89647,1
310425,4
419400,19
396670,17
871824,26
1778067,48
3079738,71
2326557,68
7487080,63
14792178,94
7903606,83
7504762,87
6303590,86
3896881,84
6078088,57
2999897,61
1085325,43
1495909,55
1572362,32
794460,22
700879,9
142580,6
34800,2
36010,3
8750,1
217450,4
371330,8
1071041,12
761978,19
1752104,39
1497484,47
3012717,63
9328591,58
9241130,75
6617268,67
3080704,70
5450753,65
5518938,92
4979213,56
1940754,49
3387530,44
2369142,47
2899698,44
1329161,27
2239219,20
264205,6
66190,4
7980,2
29756,2
114700,7
679650,23
399472,30
1545535,41
9361251,54
4918048,66
2749923,76
3713682,56
2087435,36
2157540,62
3382982,63
2303987,65
2330388,68
2772269,64
1639100,54
3257468,59
1847975,46
1882090,35
2247622,29
281400,12
622160,10
234670,2
64200,2
225670,7
177250,2
364490,16
4441558,36
3238942,39
3323298,53
3190586,67
3653720,85
2584495,70
6278782,64
4535254,64
2424975,66
2755080,62
4766204,94
2039921,68
3199894,71
1489789,53
1065295,36
1636797,40
1283529,25
420310,5
70720,7
120055,5
55730,2
125090,4
238823,7
907609,24
1412056,33
3226145,43
1849326,57
2565979,75
2689096,67
2484307,69
2921735,54
1344650,45
2144670,56
4094455,66
2155980,59
2816373,78
3520045,65
3126825,56
3296246,62
2318105,45
1728326,20
1199800,19
129750,4
73124,1
90380,1
265310,5
581888,13
301281,12
1111000,30
7025113,27
2295550,57
8256292,69
2265413,96
1721420,55
3818113,67
2842249,52
2758260,60
1820784,49
3573543,84
2125264,76
1706160,55
3103527,76
3386357,48
1279765,36
1205661,25
231440,10
22280,2
242026,5
241293,4
119340,2
299367,4
394970,18
387369,19
1287937,38
2407695,64
3442235,87
2231833,61
6835341,66
2330611,70
2283488,67
3808770,82
1718694,54
2354230,91
2408330,62
1869704,60
1736442,57
1510091,62
706942,23
443566,17
607612,11
168712,7
12410,1
5900,1
0,0
200310,8
618134,20
758855,24
3211901,38
1403112,36
3466037,65
4145271,85
4049425,73
6304920,81
3409575,63
2943656,71
7635964,87
4335720,98
3621159,80
3777095,63
1554390,40
1629990,49
1064186,29
778951,20
289880,12
73406,4
41600,3
0,0
204980,5
68780,1
833980,13
642812,21
734624,24
1120254,29
2868018,67
3485069,72
2410748,74
3631078,79
3550925,80
4282228,79
3824112,77
12869804,82
2279144,83
3050325,65
2827915,55
3834281,64
1706386,32
929363,30
909070,14
128040,5
56653,5
190777,6
126240,7
176780,5
394387,15
2212972,21
847185,28
2890868,49
5491292,54
4487739,83
6550925,73
2832396,64
2861082,66
2414303,68
1894211,75
3434242,66
3436023,72
1731367,54
3100118,63
3280523,62
2425448,37
3668200,51
1016090,24
130940,7
74900,3
90000,1
112670,5
394280,9
529007,25
1929963,50
1663737,47
2426439,36
2609817,75
22509395,83
2036325,61
7767200,72
8692687,68
2832732,58
3900330,78
2402369,68
3652998,75
2179919,65
1586592,49
1618470,50
2961190,46
3684148,26
1253690,7
383290,5
39190,3
194780,4
115050,4
157550,7
753387,25
789702,30
1459948,41
2667296,43
2389100,63
3076737,83
2300703,72
3282296,77
1991222,69
3193850,68
3108662,77
2969291,74
3291371,61
2045250,62
2451674,57
2070755,64
1409688,31
1965154,24
119759,5
56900,2
101172,6
187957,5
70730,4
119230,6
1163522,17
1713765,51
1562129,33
2113351,53
2651470,70
2670324,80
5262400,63
2261135,82
1756620,56
2276113,59
2529259,79
2496559,79
11110935,77
3495832,67
2227791,46
1762179,44
1342217,22
1533693,32
210353,9
281039,7
13060,2
26850,1
245550,6
209209,4
551770,20
987742,35
1249220,35
1342489,45
9033721,63
2929445,81
10080688,63
4125048,59
3155046,63
5431145,91
21666244,64
19641000,86
1963834,74
4627678,55
1576611,52
1617407,61
1260055,25
916793,18
280883,13
324888,5
89149,12
21470,1
180556,5
122995,9
1273071,26
659272,16
1546732,36
1973845,55
10936950,72
26273793,92
7519869,87
4787320,88
9610712,87
24031959,87
10629835,84
12970168,97
2156085,66
1907927,76
4284176,60
2551885,63
1933069,38
679255,22
1149159,13
258382,8
356770,6
101120,2
261008,5
87039,3
337428,12
911996,18
1422691,30
2723784,54
2937951,67
28604060,88
33801591,75
10839774,83
10943097,73
4941440,94
11881974,94
4375397,92
5310477,60
1084510,44
2693352,55
3889582,65
3600774,56
2526600,38
772826,19
509420,10
247890,6
0,0
71660,2
252320,9
1088079,20
985147,33
3678513,63
7255098,99
1994383,85
3663002,137
2340359,75
2438763,127
4583166,99
2662334,81
3232323,94
5033317,95
2138255,82
4938219,91
3461994,77
3512183,91
3372140,73
667656,34
618370,9
244010,5
221350,3
80264,4
106180,8
488958,13
1088280,26
760824,38
820144,39
1686998,45
3501165,79
3003784,78
3610878,89
1633787,60
2325279,52
2723577,64
2341442,69
4144684,74
2194021,70
1759399,56
854550,43
1477731,62
3055160,41
552510,21
419320,8
66980,4
509440,4
241390,5
82060,3
608529,13
618570,29
1473033,43
1757515,36
2575288,48
2095827,72
2848205,105
2355942,61
3199160,61
2821358,65
2667991,67
8698753,67
4255241,84
2416016,83
1855873,71
1659947,53
1214076,42
1314564,32
1554372,36
842787,12
479264,11
36500,1
100,1
54645,3
380396,11
698769,32
354940,23
868899,31
1702657,50
2861947,76
1896468,81
3158681,72
1551045,65
2810279,64
2685817,82
3819842,89
1397830,67
3279633,81
2198170,61
1777893,51
3487186,60
931935,45
380238,12
319466,8
58500,3
193788,3
239174,3
1940,1
275967,10
1109300,20
1594572,43
1313434,34
3042915,52
21073915,85
2732862,97
12502290,77
3125084,65
2884924,62
7239873,109
29587590,87
3857138,74
3008763,84
1976948,57
2105447,64
1223210,32
1858515,28
1030770,20
232260,5
322710,9
0,0
840,1
152605,1
94906,3
629050,25
1692820,25
1192654,30
1787778,53
5333676,59
6000190,83
2159794,83
3656231,55
5653470,95
10303370,101
5488289,98
10355835,101
4619797,67
3251240,80
1302402,48
3311505,54
2847860,36
783539,14
588565,12
110960,3
71872,4
144557,6
27900,1
287540,7
59590,11
580169,20
1558824,22
1469818,46
4352709,68
3461913,84
2130704,66
4496178,90
19366072,87
9419582,85
2790435,68
4321439,55
3203108,80
1708170,52
1563986,45
1864906,42
2181554,41
1569599,20
436130,16
70440,2
10800,1
182270,2
8660,1
173940,3
850768,29
932587,25
1414607,27
7421122,60
1925492,74
3622619,81
1809893,60
3914288,64
1692477,46
2111081,67
2281418,69
1052852,47
2606230,81
1863634,68
2067808,60
1630656,52
1809680,37
897447,23
1608170,11
1325539,10
127638,2
815778,3
379848,5
334350,6
565222,21
1364496,39
1680952,40
1192874,49
1607303,79
2736236,90
2246511,82
3710575,84
1975508,57
3930206,74
1855111,66
4289680,82
2620638,70
1934491,58
2998581,58
1460101,39
1858480,45
836690,19
712494,12
401880,2
389690,4
98890,2
35400,2
301456,7
495691,18
1718114,30
1207975,39
1654482,58
5882435,76
2800745,88
3390819,78
3073577,67
2478316,63
1311323,49
13111301,79
2278732,77
8464437,74
2723240,64
2269180,57
2013984,58
1868357,35
1992015,22
122239,5
282625,5
68230,2
200,2
72220,2
274430,8
247810,13
2436353,23
1455622,44
3460419,52
2985712,57
2621398,90
6357949,90
1614775,59
1766412,53
16741104,69
2714820,77
3174784,90
2333510,73
1893940,64
2320051,62
2859267,64
1057609,33
655859,18
569228,8
286070,4
45140,1
0,0
54220,2
184070,4
714439,20
1648461,37
1676565,41
1888680,55
6230054,92
21200961,95
8818502,88
2161417,75
5665655,67
3516884,92
2873711,76
5494652,74
1807913,52
2991648,78
2272574,67
1340135,58
2762730,46
1494390,26
634237,14
316492,4
15000,1
216140,1
51580,2
597180,11
518322,20
2065412,27
9434455,39
1614596,39
2263641,63
3352170,84
3969767,69
4206432,80
7311124,87
4751125,83
1775740,62
3278988,86
3902483,84
13577447,54
3617865,69
2107044,51
4384929,39
1862712,22
219030,9
794609,7
424900,7
76600,2
249140,5
180288,3
267230,12
1448155,25
1581141,26
2991624,39
5837443,65
5257337,80
3370285,81
6970098,109
29558553,110
4393385,103
5363619,73
6080189,84
2032004,51
2028083,60
2943510,64
3427029,53
2525680,30
1366174,19
567758,14
291556,7
136910,2
37900,2
28280,2
138450,5
579220,20
2609500,41
3000800,58
2499061,91
8986811,95
2414838,116
1618102,87
1885600,100
3306982,121
4796096,79
2775445,85
2378660,71
2015576,72
2848046,66
2653925,83
2046068,68
2484245,54
889471,39
420740,16
1180010,11
105961,4
46330,4
298972,4
520065,13
1430960,27
1212402,32
1866725,38
2230633,45
2158107,79
7561210,93
3461611,68
1438230,46
2299463,43
2239886,61
14388712,70
2388615,72
2120705,70
1781509,66
2708162,58
3580728,70
1136196,34
1689600,25
1325475,11
251033,6
144222,3
1540,2
1100,2
197090,7
739353,20
922053,33
1429202,52
1830698,37
3250550,77
1791041,81
5031290,63
2005985,58
5854971,73
3184930,73
5289723,59
2971170,109
1961900,69
1717735,54
1761724,62
4258101,44
2685155,32
1344163,16
460740,11
455786,7
212740,3
75810,2
230520,6
191771,8
1605521,21
1686022,43
2601242,32
3214601,51
3271960,73
2739241,79
3232591,74
2553088,48
2761420,53
2574499,88
1747814,62
7414502,94
2184730,72
2240004,56
2036599,50
1384071,45
1753530,38
540495,19
525136,16
106060,4
8070,2
42460,3
30200,2
395708,5
445632,14
2739010,25
2294457,58
3417433,57
4391425,91
9726455,96
10085268,110
4497487,52
3496092,80
4222126,95
3903665,92
3526210,79
4471065,89
3301952,66
1568594,59
5092710,58
1606448,33
558736,19
530250,9
467247,7
76043,3
14560,2
0,0
147454,5
313910,14
1202360,25
1084220,24
2223419,49
3844290,76
5014815,86
6149214,87
7290440,92
13011829,94
10974765,112
4299382,73
6126205,83
3610680,88
9657579,71
2028588,68
2246549,47
1874335,31
676024,19
831530,13
658910,15
233560,4
127900,2
275400,4
22540,2
268294,11
819442,14
453420,18
912054,39
4038715,53
4619224,78
4353468,75
10572379,78
7243891,88
14163191,86
5280991,84
3462544,72
3600298,69
5280159,65
3354307,45
1977113,47
1531154,45
764430,25
516194,16
102430,5
232575,6
95850,3
26010,3
346483,9
513174,16
566402,28
863633,37
1317774,37
2626508,58
2083935,69
3981966,69
3600292,51
1172244,39
2273632,43
6503738,43
3649216,72
2281579,79
2586368,66
1846884,49
1710770,55
1768881,28
1069596,21
534180,12
17000,2
0,0
34952,1
1980,1
83550,2
678650,20
939049,25
1425080,39
2128409,42
4235089,75
2171548,74
1552113,59
1734940,48
3378160,48
2434363,71
6727029,73
2010990,72
3564177,79
1365815,59
2762654,67
1921563,48
1278754,30
1457731,36
233628,10
219620,5
426810,4
9000,2
14140,1
115146,5
625143,26
1014588,32
1280927,42
959081,34
1470067,54
4340640,78
2956008,80
2777591,63
3374238,66
2989540,54
5256234,60
3292654,69
2594497,75
2297045,60
2147423,55
1913170,45
1917893,51
6235832,72
349880,22
257790,6
16000,3
116200,10
1266760,9
1093960,15
2530516,29
1889627,46
32222726,52
9587923,47
2582862,55
6149953,105
3398900,70
6199674,87
3777115,61
2949916,75
2657940,63
3125720,81
1550264,66
1624473,73
2612235,67
3814775,67
2306016,38
