금액,이용횟수
10757095,56
243330,4
584200,8
78474,4
211740,4
479100,8
837220,14
2445538,37
1458591,38
2491149,41
3493220,57
3230507,65
8534879,70
9520160,90
21707500,79
5020462,53
23509767,60
4052217,72
3048119,86
6135533,78
2719998,67
2408483,69
1146467,39
1989793,46
1434999,36
928009,22
86680,3
35670,2
31300,3
51360,5
272716,12
328100,20
457630,14
853184,35
1566220,47
8267503,59
3660278,85
9770795,92
15723026,81
21866475,107
6180216,87
3120751,74
8163282,98
3342390,90
3467311,71
1839614,58
2462587,45
871827,30
1707486,31
360840,9
270880,7
30600,2
0,0
80220,2
71320,4
1148614,20
566010,16
916220,39
2099821,39
1344844,60
4002175,90
7530825,75
19867351,97
6158911,83
13855184,101
4523616,100
5108687,101
4771408,75
1973002,69
2639368,43
1681611,51
3821002,53
5231351,40
1701311,18
629574,8
374900,1
44910,2
99943,3
197740,8
875533,23
1665044,39
4263111,67
2114653,63
3818101,80
5085678,114
6172182,78
3039144,66
4143805,60
1966900,60
4036510,92
2945265,93
2669720,81
1783786,52
4775884,68
2341623,65
3080651,63
779960,18
1683080,17
399434,14
537490,3
50000,1
81826,3
78390,3
644016,18
1327751,43
841354,39
2036437,48
1564726,52
2839356,81
1449345,63
1997472,59
2087847,46
7378218,53
3190890,83
2304195,75
2875814,69
2338154,58
1315320,52
1686704,45
1188132,34
1177318,27
643096,15
88039,4
122196,2
62675,4
71330,2
578994,9
568936,20
1474207,38
1048592,35
1920556,55
5707628,87
7591109,85
2012792,65
2981238,61
1958371,58
1827944,56
2894575,82
2484116,78
1748088,64
2234205,66
1854399,60
2439145,48
1328661,38
1396169,15
184890,8
290293,4
17900,1
0,0
143300,2
286395,9
475970,17
341320,26
956566,36
1188283,44
1982788,63
7894309,81
3886740,66
3577622,71
2255580,59
18346967,57
1206575,48
1932415,70
2536341,70
1601837,58
2126152,63
1293709,41
1575764,27
2461010,21
499455,15
67000,2
24000,1
12320,1
129093,2
462402,9
1218489,31
904460,36
760051,24
5346203,47
10889300,93
3770365,73
3965864,51
7471678,69
8278107,64
2752109,85
3318981,57
5813935,67
7332240,79
2055569,57
816424,36
2514695,54
699690,23
603936,18
166615,7
0,0
130370,5
79380,1
391200,2
46020,2
438094,15
1074020,18
1876444,47
2677674,44
5081753,66
3066927,81
3329981,99
5602160,93
3972565,80
7282934,79
5702865,81
14053646,115
4925033,81
3692087,71
1698532,59
1127174,46
1011547,24
1297901,30
211730,6
1034290,9
29710,2
14210,2
123815,1
505160,8
229818,16
157620,6
984770,32
1374980,30
9246185,43
5737930,65
6748093,86
12243576,74
9213685,63
5853060,68
3600325,67
3611918,54
1971805,53
2463632,47
2394393,61
1397399,46
2068744,59
1119716,31
464413,12
494270,12
121970,2
83997,2
150570,4
1952979,12
139790,16
880087,27
1224771,35
12270616,51
2621481,57
1952469,57
1873929,56
1658441,55
3065860,49
1565078,40
2018507,68
1943945,62
1277340,53
2982872,65
3442501,69
3386782,55
1607138,34
664841,26
418429,15
222014,5
114250,2
3060,1
102650,2
391970,5
717862,20
1174629,25
2066475,43
1308803,39
1383794,56
2995332,70
4940804,61
2594422,49
1359914,45
6846440,64
5407075,72
2002785,70
1854634,48
1288915,50
1326016,49
993495,44
1877350,43
774430,15
436600,9
74100,1
35900,1
133196,5
484710,1
155888,10
827896,18
667021,29
2021778,34
4220393,47
13467558,84
3429658,85
3254891,62
2276032,51
1647600,48
2875190,71
13427102,63
1816760,62
1365215,48
2035110,70
2068673,53
2219143,41
1757993,28
1771273,22
707661,9
67530,4
357590,7
158973,4
0,0
1038200,11
987413,22
1074123,35
2472470,32
2013780,52
4217429,72
1816482,75
3404204,72
2844491,61
1998004,52
1059187,52
1834305,43
2230868,71
2165535,65
1866831,69
1932287,48
1105960,39
1641569,33
1485685,25
212045,4
22684,2
0,0
0,0
68180,2
302916,6
323758,16
3402195,31
896205,33
6803147,44
2056744,52
2153129,65
3074185,72
2107014,58
1820760,53
8271165,64
3224014,67
2751645,72
5052883,74
4797013,65
1961923,42
1263909,34
1355278,36
527090,16
830325,19
72920,3
44630,4
98420,3
12510,2
276615,9
199694,13
805464,18
2214011,28
2146989,46
5256461,69
3139162,75
4887973,72
5881700,83
4471637,72
4372712,67
4057731,82
8104215,78
2923694,68
2094380,51
3420093,51
1426953,49
1496572,25
391840,16
647848,17
2126610,15
562100,7
23220,2
32410,2
171183,4
224147,13
661603,13
1047174,23
2482711,44
3534138,58
2592227,62
2736491,64
4516400,73
3449496,85
3163580,78
5196009,78
7276418,84
2556544,56
1815227,49
1882732,48
2518937,51
1501044,35
712640,17
507594,13
346549,10
185820,3
0,0
84210,5
43910,6
352800,23
1378303,31
2070574,47
1416625,43
2164051,70
4983259,76
6905470,68
3095225,60
3072500,68
2293246,51
1621844,42
1603520,59
2071846,72
2352463,51
3975601,78
2555958,55
2909670,21
823556,19
548760,8
348199,9
6520,1
39140,3
131610,3
156630,5
835210,30
2480462,29
726335,29
3682913,56
1312554,52
2644912,68
2331619,65
3051294,45
2371570,64
2803020,83
1700895,59
1431961,65
2072753,78
2301904,60
1620065,58
2959863,46
1253354,30
629378,25
439444,11
101120,2
125340,3
0,0
63896,3
190890,7
1357908,18
652313,27
1808996,37
1145254,53
4201289,83
4163994,74
1770352,69
2997325,67
2742440,59
1786185,114
1825996,54
2384390,80
2922288,72
1739637,57
1730964,59
2391967,37
1019162,29
744419,22
342220,4
207000,1
237130,4
0,0
416700,3
264860,5
148980,6
1189023,43
686004,19
2281210,33
2982248,70
3637929,75
2726824,65
1339382,43
2393690,49
1971090,81
3067169,65
2153217,71
2963827,63
3373859,63
3131974,37
1186538,40
1151665,43
2793383,29
719477,24
67830,3
246480,5
168510,3
283900,3
97530,7
401610,22
1231715,26
1409095,43
4574355,64
4976558,75
3080520,72
2574655,77
1522554,41
2235707,44
8689623,81
2221635,74
1737665,58
2198003,68
3587696,66
2048502,50
4025984,46
2954228,44
607980,19
514176,12
109980,5
5700,1
20000,1
32391,1
318831,4
373920,15
1148607,33
1711032,36
1755323,38
5982509,66
4094441,66
3766450,79
8355460,78
2259642,60
4727399,75
4842556,86
5512351,59
2273954,65
4154581,59
3014572,62
1036749,24
2438608,32
2153304,16
30640,1
615622,5
0,0
158510,6
32252,3
78610,4
1538015,18
261064,16
1126010,28
3654193,39
2239463,61
2467819,65
1760683,59
6552369,76
1260097,34
5161957,53
5513940,70
1908240,53
3943691,58
3811180,51
1853420,54
4488197,43
4253718,35
816161,18
454428,3
142946,3
850,1
2020,1
281440,2
146300,5
188639,15
419679,20
1504536,39
1855710,50
2418492,74
3774530,66
2334786,66
1835241,51
2718267,61
8059531,75
2916527,70
1568564,62
4407232,51
2430096,58
1604041,53
3205149,46
1450110,32
979007,17
664790,9
36440,2
25750,1
91854,2
176650,5
223830,8
184300,13
1122499,25
3165684,49
1488068,47
3236934,75
4695967,90
6034190,59
6843118,47
1667948,44
6203302,41
7221530,51
6889839,71
2011790,59
2838652,72
1555733,61
3497161,37
1365105,29
673668,15
248689,6
36730,1
0,0
73021,2
119334,4
37220,1
1179011,20
798490,42
2662577,56
1765635,42
2424053,62
4331861,84
1909014,79
1773400,52
2822989,61
2524220,65
2173439,62
1174322,63
1791854,62
1553124,57
2193935,53
2585274,63
4422497,30
705463,11
514115,8
28940,2
171317,5
23199,2
67390,3
342000,12
262022,20
1279779,22
3435979,39
670022,32
1692674,51
2597339,80
1859883,63
1333683,42
1857622,48
1695532,65
1378127,55
2553491,64
2214063,58
2131802,56
1549697,60
1537407,38
700313,24
1397021,16
634560,18
127296,4
0,0
171000,3
1097785,4
254458,8
613645,20
332812,18
793955,26
1920441,44
2298555,56
3220243,70
4752087,61
1845475,60
3480921,59
12289781,51
9511459,69
2063247,69
2638330,70
2238798,69
2213754,64
1104311,31
2242800,20
640820,12
595761,11
138550,3
414570,4
90220,1
0,0
13008,3
400477,15
387800,11
987376,29
1176374,30
2116390,54
2626232,63
1399420,60
3992926,84
2810009,75
2966402,89
3578722,68
4227841,70
1976874,66
1743689,56
2045309,50
832448,28
1862583,34
1688578,70
600356,49
341695,22
196930,9
1800,2
52430,6
1753600,9
1336686,32
1002360,38
2059297,25
3095530,67
7077568,71
7004462,83
6629531,88
3948921,84
4123995,76
2265453,61
3225610,71
3139016,58
16647575,66
2820923,65
3008054,51
1010852,33
3413504,40
3773150,63
3111057,30
306363,5
445080,3
225480,5
398490,5
178920,4
897226,28
5102969,47
2426608,64
4874936,91
3276371,101
4265235,119
3249503,79
3977089,74
3638711,45
35466668,83
23166519,82
6029577,115
2717553,81
3820657,70
3008703,70
3171454,78
4546027,84
1423725,36
160010,10
381681,6
119660,4
183260,5
70250,3
437330,10
447592,19
1972608,36
916712,29
1457615,49
2505865,69
1394684,70
2635502,72
2849268,73
1992845,50
1921986,73
2501873,64
1335560,56
5959996,65
1209189,40
1474032,41
1717696,47
1727998,40
1004228,24
338121,15
173060,4
41720,2
3719940,3
111090,1
113440,4
589822,27
1046745,25
838461,26
2367654,61
3315859,98
2321372,86
2401388,67
4785440,57
3029577,60
3349555,43
2281162,61
1926684,65
3144951,57
4975703,42
1712081,50
1226563,32
927581,30
603288,24
366480,14
260850,7
94370,6
4500,1
131770,4
170744,9
360150,19
412405,27
1168903,32
1243628,51
1299498,57
2022987,73
2166275,65
2202644,65
1937982,59
1133322,66
8537271,61
2105256,76
2855117,57
4161401,56
1256289,40
1269845,31
1179102,31
1612370,16
501730,14
532070,9
164440,3
8370,1
54760,4
403510,9
635753,20
805179,29
1004157,27
1983331,45
7167133,62
5377705,90
1638221,67
7534548,46
8864861,53
13541064,61
2481170,67
2036476,65
3819773,77
1409509,50
1257110,49
3445794,32
701647,27
461710,9
874471,17
233010,4
134070,6
1000,1
64200,4
78920,3
177789,13
446641,14
1616611,32
8153673,61
3823956,83
5538725,84
2868941,61
2451623,48
1887054,62
16969274,87
3607900,95
5582268,101
4920610,96
2323744,49
1929778,60
3877607,44
1202796,25
649238,19
235640,7
172087,7
190080,1
8670,1
73970,2
17920,3
138460,7
332648,12
541483,22
2060828,43
1458302,49
2792280,54
9908679,61
3257548,59
4473710,60
6088337,57
7354930,49
27865348,68
2624656,64
1522553,57
1517583,38
844052,30
5680810,54
4034085,25
762440,18
42612,4
96410,6
0,0
1000,2
177600,5
562580,26
693726,27
2320560,25
1754214,59
1918397,63
4249567,84
2649545,79
10151625,47
2318095,47
2232280,76
6009029,48
3552982,65
2179237,60
1574986,56
3033301,62
1307396,36
1327570,27
1956589,22
519360,9
484050,7
112210,2
0,0
130790,2
73218,5
2111560,18
841466,34
2524107,35
1914879,54
2006756,65
2828377,88
1557961,70
2871203,46
2498950,48
1748249,51
4083710,95
2160411,80
2183522,74
1729451,58
4680692,44
1790759,42
1594140,37
2100731,22
205670,4
295505,5
75425,2
1460,1
0,0
228937,5
653712,22
291716,21
2486853,33
2822587,48
1760087,94
3863691,89
2216273,68
5055192,66
1181683,44
1591672,54
5051727,48
2049153,75
1771188,77
1590351,60
1689955,57
1119996,30
1955097,36
729446,21
229900,9
107730,5
19900,1
33240,2
5000,1
96332,9
209714,14
467195,30
804782,31
12579559,55
5362976,84
1804291,63
3443707,74
3157172,60
5011414,70
5298186,75
1138510,43
2377668,64
2407790,50
1881543,61
1489358,57
1065737,31
556090,19
620850,14
384471,7
5890,1
641049,2
0,0
129400,2
314131,7
471504,16
426782,26
659201,25
2229226,42
17220909,65
6486126,62
6087007,73
9889270,70
6947680,49
7587182,52
4455410,61
8483488,71
14653880,58
1574809,55
1666449,48
1513552,53
1046483,31
2741612,19
881246,9
213940,5
0,0
6400,1
41040,1
56772,2
287980,13
1063222,23
2141584,26
3182273,40
2300768,49
5356266,65
5705767,84
11361813,74
23748250,80
5871329,83
13688615,74
8052396,74
2638357,89
1621972,54
5094563,52
1212408,32
1036526,25
545763,19
721830,18
637648,6
487360,2
0,0
46469,2
398920,6
216160,14
1359641,29
1416404,25
2344460,51
1953130,53
2073280,40
1695550,52
3419825,73
6486554,76
9194302,90
26865386,90
4945098,91
2449165,77
11654270,55
2657708,63
758413,28
1319180,39
960300,18
385196,12
282133,6
126180,4
81730,2
157980,3
84110,3
203040,11
780153,26
1372338,56
1809614,36
5685335,49
22312941,79
2352571,65
30061543,71
4735428,72
3359606,93
5297669,82
5010098,70
2654188,79
1325347,47
1173463,43
1728584,33
2242778,38
1034286,33
261532,8
15617,1
87059,3
54030,3
45180,3
274475,9
256470,14
724073,26
2779282,23
1168562,43
3803127,69
2077139,65
1427562,38
1521323,48
2632835,54
3459680,67
1182552,54
6358230,76
1866911,61
2274016,55
4193535,42
2164865,39
1158479,23
522859,23
268201,8
120700,4
19620,1
0,0
105760,3
218534,5
344808,18
783727,35
1273502,42
974844,38
2881760,71
3859408,85
2000707,78
1990173,44
2137805,48
1713576,58
2894748,66
2620308,67
4963141,66
2063893,65
3557756,55
4834126,50
1132262,28
1131488,22
1101274,17
118861,7
370840,3
80000,1
3280,1
115286,5
236867,10
791810,36
1387970,32
1269218,44
1994080,64
1927734,75
1560065,47
3909451,61
1515442,49
1554109,42
4002868,64
3344940,68
2283330,67
1967362,50
1502863,46
1322197,30
1755049,32
1485970,14
176478,9
106050,5
90190,1
0,0
0,0
35325,4
363180,13
783894,33
7368852,28
2685155,50
4890346,70
3136028,87
2069069,70
12007668,53
2977242,61
1788703,62
5044400,72
15704313,92
15329905,62
3707171,60
710205,40
1279094,38
1400545,24
1906349,13
308094,9
186652,6
14850,1
24230,2
413880,2
531668,6
438127,11
617573,23
758678,23
1497171,38
2019400,54
4748198,100
23971276,93
13052190,82
3761839,96
4621326,74
3785762,90
3195082,71
40505868,75
2461600,66
1661093,49
1656596,29
871965,25
976820,15
237077,9
104084,3
13500,1
32577,1
20570,1
176600,3
64270,6
594658,14
1344420,29
1314449,42
2438555,52
2137673,75
3400000,64
3625110,57
3081961,69
4412616,67
2580569,68
3490728,75
3674430,58
4326850,54
4495850,57
1203962,43
4577921,42
787126,17
438801,10
62520,2
32250,1
40648,2
158790,2
93040,2
1360339,28
1909779,29
1061806,33
1220154,43
2846662,73
1612005,59
2558568,48
3052378,74
5943022,58
15111080,58
2603127,60
4341505,65
2270892,60
2065748,48
2247597,54
2588115,44
553872,21
2373849,16
123620,6
708549,6
0,0
31822,2
152900,2
211920,4
629591,20
1291414,28
1348805,40
1385682,36
1480168,63
8012423,84
4366541,80
3844124,58
3835071,54
2673972,76
9205218,76
1503678,60
2547277,66
1470491,58
3100981,47
2232851,48
1472819,31
1813399,19
419114,10
215110,6
53189,3
900,1
12910,1
190732,5
493070,18
658833,33
875815,31
1610607,52
3226820,72
2700298,78
2335220,61
6666474,47
1984930,63
1646749,51
5692217,74
2560493,63
2921243,74
1182712,54
1796029,51
1762880,45
1536165,38
1151003,22
616646,10
355079,6
72102,3
0,0
477820,4
82326,3
804703,30
550315,33
2608720,38
1031205,38
1845385,76
1895938,78
15489530,67
12229981,58
1999365,55
2228109,67
2819955,54
2570722,79
7512683,64
1053826,40
1935868,54
1481296,42
774652,30
2779229,22
591297,14
253710,6
234652,4
110948,5
61040,2
207702,6
710810,23
992536,35
1434113,26
965515,46
2328378,62
6809634,79
4164585,63
3508163,51
4022559,68
11411693,54
3007125,60
3490701,101
6049898,67
4484248,87
2534225,71
3130228,35
1082913,29
829160,15
193280,5
123110,3
193243,2
78806,3
235147,6
279000,5
874785,20
1574901,23
3252393,32
31225368,58
3218600,80
7877645,75
2973174,77
4015811,94
5634813,94
5109720,71
5899373,84
3462951,65
3945859,83
1957067,75
1249745,43
1761260,41
1970826,38
800330,25
503313,13
136010,4
0,0
0,0
65130,1
0,0
646740,16
636625,12
1816756,32
1463120,36
6743274,52
2842098,85
3252545,84
3130397,63
6421496,76
4622985,82
3641559,96
4843669,70
11299527,77
6022497,66
1707885,50
1532570,39
1760947,35
1229773,29
140220,10
125725,9
111393,4
549593,6
103540,1
112888,3
278344,15
757683,26
1074959,31
1808505,46
5025188,74
9694321,74
1872822,58
1506673,44
19170592,52
1483003,47
3326093,94
1905451,77
1950949,67
2287605,59
1601747,50
4698253,45
1033148,29
1028751,26
2442052,18
58270,3
129660,4
185896,4
101620,5
103890,8
420420,16
461588,29
1437369,40
1816930,47
1868827,66
2579892,66
3283963,48
2444057,59
788019,43
1713101,31
3898642,57
15387597,87
1573169,58
2658981,49
2660289,55
915708,32
1702043,61
4435038,103
1010047,66
479986,36
58395,16
78755,13
131827,6
390533,16
1222941,38
2181148,47
3766300,65
3972289,46
3892820,71
3443937,85
1875650,54
3784446,64
5022382,67
2671060,55
33096173,74
2512379,66
2429453,74
1345860,45
3809844,64
2128198,43
2065179,42
796245,35
507280,12
225840,7
6900,1
172909,4
321240,3
185841,7
1084758,19
1382053,31
1182850,42
2808869,45
2195475,67
2917303,76
3097149,61
3110691,52
2419698,46
3473280,68
2904416,61
2041250,78
2589515,76
1614171,54
3804616,57
2190120,55
2434483,29
1696783,19
233612,11
447789,7
857224,7
0,0
114990,4
171026,5
880728,19
1234254,31
1053307,38
1665492,47
2709713,68
4858185,78
4950133,68
6955005,51
16551910,43
5899650,70
2983359,70
2895240,72
4950050,86
12245072,75
1698799,66
1584100,41
3576303,24
2689348,24
819207,11
454064,9
95500,2
52130,2
251002,5
4320,1
668637,11
950652,22
2110605,42
1584427,46
5933176,61
7278872,84
6147782,61
24928815,79
5866037,73
4260580,65
6750456,71
4322951,99
4575269,71
8382616,66
1752604,68
1020500,40
1166745,31
1072784,24
343562,11
132850,7
0,0
59800,1
17300,2
498030,4
321452,17
805725,16
996540,28
1770718,49
3284500,55
8909860,72
4002184,78
11705320,97
2844864,73
22879675,82
5561023,92
5716684,61
15717958,86
2613698,57
4087841,64
2288909,48
4278248,43
2301343,35
1453770,30
662423,13
169560,6
113700,5
198868,5
235578,6
977073,29
1293433,47
3635679,60
7323251,76
2871826,78
2721062,81
5528561,65
4098558,69
18286491,80
8710591,89
5683330,89
3179856,95
6943526,72
4473403,89
3840129,71
6489967,72
4134821,64
743903,25
215560,7
641771,9
100030,4
35470,3
61280,1
263700,4
609830,15
766743,31
850545,31
3880967,50
2752074,72
3348544,57
5320010,71
3768000,52
1580994,43
1189950,85
2928737,60
2333820,81
2553100,77
1716768,44
2494192,68
1194700,37
1111249,24
3539069,28
371150,9
463099,5
291483,6
3150,1
84140,1
139710,6
1040574,19
520358,29
1043304,45
1301075,41
6688051,48
2603330,87
19220137,66
3146981,52
2352384,51
2513564,67
2217020,64
2537755,81
3953531,64
4116870,66
1810605,58
2847429,55
4585470,61
975931,19
651900,8
137890,6
221900,5
4770,2
27760,1
72454,4
198932,13
588014,24
1793294,34
2783391,40
2330648,57
4221005,88
1586426,54
5090402,48
3282338,61
3424503,59
2952237,61
2280678,77
1392858,61
2135277,61
1505359,52
1211049,28
1203408,27
1001900,22
517329,7
89110,3
38189,2
140400,6
0,0
51790,2
685050,17
882868,30
1055376,38
3941754,45
4021935,63
3076850,78
3546197,59
15754352,70
5708208,59
6574035,83
5297112,76
24639601,82
3626340,78
8933631,60
2743319,69
543848,24
1221945,30
929250,22
338810,8
386450,6
57530,5
246879,3
182165,2
107233,6
815325,16
664880,22
2505433,38
2468077,52
3830962,75
6032760,80
2960328,71
9388690,92
4044069,71
10680850,65
5916659,62
6411055,76
12597850,65
3210127,63
3005527,64
1966419,31
955943,26
586883,16
435031,9
55400,2
21240,1
5220,1
179860,2
3600,1
180750,8
726726,17
1115870,25
1937701,44
2434190,60
3276506,65
2461635,56
9175153,70
4489300,78
11146041,65
7177639,76
5416938,73
4222160,54
4564827,64
2097447,54
1972520,42
7347957,39
2558808,28
621407,17
142260,3
75530,2
0,0
339770,3
233272,8
351330,15
1538292,37
1323817,34
2838979,58
12131755,64
2668097,78
4114670,64
4069929,71
2725581,83
3785658,78
3583509,66
2986233,75
2015112,62
2919354,72
1454986,41
1976156,38
2418610,33
1287784,21
572500,17
283360,7
1000,1
58341,2
142010,2
274240,7
441716,22
10036135,27
2341693,32
5228208,43
8041912,91
10004187,69
2540345,66
3902750,51
3272140,47
3147936,52
12448673,58
3329960,63
3323934,62
3049690,53
3436864,53
2222535,35
2484766,24
913255,32
480957,7
157250,3
142940,2
368001,4
47220,1
306935,8
476250,18
1428843,36
4117150,34
5284853,47
6183209,56
2461552,70
1567690,53
3372112,46
1803781,45
3513015,55
3011644,73
1821617,59
2024345,60
1845017,58
1225186,48
3215358,43
1329007,32
637070,23
357643,8
132890,6
29970,2
0,0
835980,2
806330,10
443522,17
944153,26
1135104,32
2546486,44
3063727,63
2955133,72
2059629,52
1315730,34
1833236,94
1323782,54
7089898,64
3299109,67
2442937,61
1321615,49
831893,42
1160175,35
812622,17
842540,17
72640,3
4810,1
761070,2
1620,1
912500,2
75570,2
523340,20
448792,24
1022114,25
4974968,39
3071660,54
3149506,65
8637188,53
3706287,70
7297024,52
2189790,61
2768384,72
4948069,66
3775838,66
1461703,46
1805012,33
2536410,40
2323417,31
1584202,17
251010,4
45800,4
0,0
0,0
107900,2
236295,6
555880,13
1019959,18
679575,22
1183366,35
4773156,66
4828836,69
3785738,72
3382898,69
8928508,65
4564435,83
4048803,68
3453145,86
11114604,79
2358641,64
3221366,66
2767525,27
768220,14
549181,15
464170,11
157760,5
32158,2
0,0
100220,1
792240,3
581680,15
803478,14
1863975,32
1305058,47
2100870,60
1750720,58
4018374,77
2631596,68
3783315,79
3547813,71
4404547,69
3343780,57
2665280,52
2247746,58
1718553,31
2171600,20
1358413,18
289530,10
102023,8
82995,6
58050,3
39610,1
4500,1
103290,3
557370,16
214226,7
412230,20
916813,24
1734002,32
1528560,43
1667716,32
2027440,54
1057430,39
2376608,42
2038406,47
1687628,60
1533358,40
727669,27
1289554,34
869220,21
514360,10
458520,4
1205200,5
334185,5
1000,1
37160,2
45175,1
0,0
93460,7
206090,11
396930,10
705811,20
463260,21
1737103,36
555241,25
1015780,24
1430382,46
3235980,30
1562792,45
1753530,41
1000190,36
658033,24
3973992,34
663010,23
949223,24
545300,14
295340,11
63899,3
829321,2
0,0
0,0
6930,1
1187342,18
164700,8
1378170,23
818427,26
5757160,70
5976065,70
3687251,60
4257134,62
2961235,60
7190225,72
3745510,63
3697468,72
3207440,65
1893890,47
4571481,40
2398973,47
2413123,23
539730,16
250270,4
36280,1
264620,5
0,0
9180,2
125480,4
431860,15
883114,24
1026344,33
2765793,40
2163384,65
4207855,84
3261352,78
2467837,51
2290663,42
6730341,55
10652914,56
2022244,73
1333544,60
4144155,53
1532308,44
1959423,40
1153288,22
606865,16
515153,16
20940,2
30460,3
28370,3
27430,2
12000,2
287871,15
722778,24
1227722,39
1377050,38
3178140,48
19865907,72
2554077,57
6559190,49
5651427,49
1299937,66
4736865,65
1950254,72
1801014,64
2638869,67
2089410,47
9271352,41
3229791,31
902138,19
430397,10
154045,2
112930,5
63840,1
59470,1
206240,5
344000,9
532315,14
1990983,33
1347947,31
3289702,58
3707539,79
2283719,59
10665582,79
3424978,72
3619376,54
12232530,85
2554869,68
3023169,46
2077210,63
1013483,38
897983,38
1533017,30
982251,17
472435,12
169750,10
80670,2
0,0
47880,1
29260,5
565440,10
890816,12
1140490,22
4552047,34
4515584,53
1226677,48
3681946,69
2227638,73
5664841,55
3863695,57
6096442,69
4208649,66
1861079,49
2026272,60
2077221,46
2949932,44
3308982,45
1550297,25
612131,16
46499,4
139500,6
67019,1
58100,3
13480,5
372042,14
2392742,25
1182330,29
2280618,43
3237359,58
3914936,75
2962527,58
1937852,40
1507950,43
1531441,54
11881367,61
3128830,71
2099800,57
3786837,55
1325718,57
1392098,39
1168934,20
738290,11
1056213,6
377580,9
318580,4
19840,2
44060,2
137539,4
804690,17
722926,28
604741,27
1608774,29
3213031,64
1615780,73
2001526,47
2809337,47
1397310,37
3024392,49
2060493,55
1539370,60
3089479,64
1707527,34
3250716,50
1189280,33
1041041,13
607942,17
488413,12
56750,5
87820,3
127750,4
4320,1
107859,5
1097343,31
1094539,32
732202,28
1997014,48
1541720,58
998369,48
2669803,60
6615349,38
3380177,56
2232520,46
7692169,66
3884401,70
3569593,70
1867342,50
1684764,55
1998559,36
743570,15
1244972,17
29850,4
183990,7
73470,2
138810,2
49110,3
0,0
575760,26
1176513,33
1393203,28
2561805,52
1926652,82
2505473,77
1182263,59
1538533,47
2707203,54
1691332,61
2522538,73
2653938,90
5313238,64
2444552,51
1195147,47
1303154,34
2567034,44
22745070,114
1622315,61
2136929,22
47379,4
199270,5
12300,4
88045,7
4005651,34
1683234,48
1238539,39
1910749,52
5301901,64
8202460,86
16067516,71
3971082,55
4436408,63
